lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,po box 548,,bellingham,wa,98227,us,mailing,whatcom,d4ae4181-6510-446e-a35c-bedbfb75d78a,street_dup,1
social security administration,"manages application and administration offices for federal social security, supplemental security income (ssi), medicare, medicare part d/extra help, social security disability income (ssdi) and survivor and death benefits programs.",https://www.ssa.gov/seattle/index.htm,,,,,,us,mailing,,,,0
nami whatcom,"nami whatcom county is an affiliate of nami, the national alliance on mental illness, the nation’s largest grassroots mental health organization dedicated to building better lives for the millions of americans affected by mental illness.  our mission is to encourage recovery and reintegration of persons with mental illnesses and to provide support, education, and advocacy for persons with mental illness and their families.  nami whatcom county is fully inclusive of individuals with mental illness and their families of all backgrounds and cultures.  the mission of nami whatcom county is to provide hope and improve the quality of life for those affected by mental illness through support, education and advocacy. nami whatcom county provides support for persons affected by mental illness in numerous ways.   we offer numerous programs and resources that encompass our values that support our mission. our programs consist of the following free support groups, classes, and education opportunities.",http://www.namiwhatcom.org,po box 5571,,bellingham,wa,98227,us,mailing,whatcom,,,0
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,po box 5036,,bellingham,wa,98227,us,mailing,whatcom,,,0
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,po box 5036,,bellingham,wa,98227,us,mailing,whatcom,018d4ca4-3405-423f-ab43-3d2f7272ed2f,street_dup,1
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,1515 birchwood ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,1515 birchwood aven,,bellingham,wa,98225,us,mailing,whatcom,2517d5b0-655f-46a4-bc3d-a291da2ab383,street_dup,1
alcoholics anonymous' western washington area 72,lists 12-step support groups for alcoholics. some meetings have interpreters for individuals who are hard of hearing. provides information about aa meetings throughout western washington.,http://www.area72aa.org,702 kentucky st,suite no 535,bellingham,wa,98225,us,mailing,whatcom,,,0
worksource whatcom,"offers a comprehensive job center providing workshops and seminars that are fun and informative in a casual atmosphere. topics include: job search strategies, skills and abilities analysis, perfecting applications, effective resumes, and cover letters, interviewing techniques, computer classes and weekly job networking club. also provides free technology use for your career exploration and job searching needs. computers with internet access, assessment, and interview practice software, create and print your resume and other employment-related documents, fax applications to employers. copiers (limited to 4 copies) and phones are available explicitly for job search.   unemployment insurance information for questions or to file an unemployment insurance claim by phone:  1-800-318-6022 online:  www.esd.wa.gov  online resources - worksourcewa.com - find hundreds of available jobs, apply for local, state and national jobs, post your resume online for employers to view, discover job search strategies for success.   employment & training programs more intensive services and programs are available through worksource for qualifying low income young people, adults, and workers age 55 and better; dislocated workers; displaced homemakers; veterans, individuals with a disability; migrant agricultural workers; ex-offenders; and others.   business services worksource provides human resource assistance, help during layoffs, and access to resources for business development.  - assistance with finding qualified applicants - activities to market your current job openings - private rooms at worksource centers for interviewing candidates - resources for staff development and employee skills assessment - assistance when dealing with company closures and layoffs - access to current labor market information and local economic trends - business resources for working with people with disabilities, obtaining tax credits, addressing human resource needs, etc. - customized solutions for your business’ needs  worksource is open to the public. the center is an adult learning environment. please remember, resource lobby is for job search, career exploration, training research, & unemployment insurance activities. use is monitored.  worksource is an equal opportunity employer and provider of employment and training services. auxiliary aids and services are available upon request to persons of disability.",https://www.worksourcewa.com,po box 2009,,bellingham,wa,98227,us,mailing,whatcom,,,0
seattle goodwill,"offers adult basic education programs, esl classes, ged preparation and basic computer skill classes at four area job training centers. in addition, offers a retail and customer service training program for adults.",https://seattlegoodwill.org/,seattle goodwill industries,1765 6th ave. s.,seattle,wa,98134,us,mailing,whatcom,,,0
seattle goodwill,"offers adult basic education programs, esl classes, ged preparation and basic computer skill classes at four area job training centers. in addition, offers a retail and customer service training program for adults.",https://seattlegoodwill.org/,seattle goodwill industries,1765 6th ave. s.,seattle,wa,98134,us,mailing,whatcom,5f0ca38c-2549-4eff-ae96-7032ea1bfa1a,street_dup,1
whatcom dream,"offers financial literacy classes, covering the following topics: values, budgeting, goal setting, banking, debt reduction, credit repair, consumerism, insurance, transportation, home ownership, retirement and investing. classes, meet once a week and are open to the public.",http://thewhatcomdream.org,po box 29445,,bellingham,wa,98228,us,mailing,whatcom,,,0
washington state department of labor & industries,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",http://lni.wa.gov,,,,,,us,mailing,whatcom,,,0
washington state department of labor & industries,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",http://lni.wa.gov,,,,,,us,mailing,whatcom,a3231c2f-a061-4460-b037-2881919dff01,street_dup,1
old town christian ministries,old town christian ministries began in 1980 as an outreach to homeless people in whatcom county.,,po box 29538,,bellingham,wa,98228,us,mailing,whatcom,,,0
"washington state department of children, youth & families' child welfare system",operates a child abuse hotline. provides child protective services. also provides family reconciliation services to families with adolescents who have run away or are experiencing family conflict. connects families interested in adopting with children in dshs custody. maintains a separate office for indian child welfare.,https://www.dcyf.wa.gov,,,,,,us,mailing,,,,0
"washington state department of children, youth & families' child welfare system",operates a child abuse hotline. provides child protective services. also provides family reconciliation services to families with adolescents who have run away or are experiencing family conflict. connects families interested in adopting with children in dshs custody. maintains a separate office for indian child welfare.,https://www.dcyf.wa.gov,,,,,,us,mailing,,daa217b5-ab94-4143-b14e-a127a1e8aeb4,street_dup,1
